RatingID,Rating
633,4.49
634,4.13
635,1.25
636,3.86
637,2.43
638,2.25
639,4.30
640,4.72
641,4.65
642,2.62
643,4.52
644,2.42
645,1.08
646,3.66
647,2.32
648,4.43
649,4.62
650,2.58
651,1.71
652,4.81
653,1.72
654,4.33
655,2.98
656,4.26
657,3.73
658,1.73
659,4.73
660,2.28
661,1.89
662,3.11
663,2.81
664,3.37
665,2.48
666,4.35
667,1.91
668,1.60
669,3.34
670,1.60
671,2.56
672,3.36
673,3.71
674,3.69
675,2.77
676,1.48
677,4.73
678,4.50
679,3.96
680,2.31
681,1.92
682,4.14
683,3.44
684,4.50
685,3.65
686,1.36
687,2.73
688,1.50
689,4.47
690,1.22
691,3.79
692,4.87
693,4.88
694,3.18
695,3.18
696,1.63
697,4.75
698,3.44
699,3.73
700,4.00
701,4.88
702,2.68
703,1.11
704,1.53
705,3.49
706,2.94
707,1.49
708,4.28
709,3.42
710,2.97
711,4.73
712,1.46
713,2.48
714,1.04
715,1.80
716,1.45
717,1.63
718,2.38
719,1.72
720,2.87
721,3.07
722,4.62
723,4.40
724,2.88
725,2.37
726,1.50
727,2.93
728,2.55
729,2.72
730,2.35
731,4.66
732,1.69
733,3.08
734,2.49
735,2.09
736,4.33
737,1.71
738,1.85
739,1.13
740,4.43
741,1.03
742,4.46
743,3.84
744,2.07
745,4.37
746,2.38
747,1.36
748,4.54
749,1.67
750,3.33
751,2.57
752,3.62
753,3.22
754,4.31
755,4.99
756,3.60
757,3.69
758,3.92
759,4.75
760,1.69
761,4.46
762,3.09
763,2.49
764,4.17
765,1.92
766,1.02
767,1.46
768,1.75
769,4.24
770,2.11
771,3.05
772,1.94
773,2.73
774,2.31
775,2.29
776,2.76
777,1.60
778,2.55
779,4.70
780,2.78
781,3.17
782,4.65
783,3.92
784,2.78
785,4.29
786,1.90
787,3.03
788,2.90
789,1.21
790,4.62
791,4.12
792,2.45
793,4.46
794,4.77
795,4.81
796,2.99
797,2.94
798,2.22
799,1.50
800,2.03
801,2.94
802,3.15
803,4.06
804,4.83
805,1.44
806,3.14
807,2.12
808,3.91
809,4.04
810,1.65
811,3.36
812,1.03
813,1.64
814,2.21
815,1.60
816,3.61
817,1.49
818,4.17
819,2.33
820,1.55
821,2.31
822,1.80
823,1.18
824,2.47
825,1.95
826,4.45
827,4.25
828,3.58
829,4.13
830,2.30
831,1.77
832,3.67
833,3.60
834,2.40
835,1.73
836,3.88
837,2.35
838,2.89
839,4.57
840,2.17
841,2.30
842,2.36
843,3.85
844,1.63
845,1.79
846,1.30
847,4.65
848,1.73
849,4.15
850,2.55
851,3.22
852,3.16
853,1.86
854,1.27
855,1.85
856,1.60
857,2.10
858,4.70
859,3.33
860,2.58
861,2.19
862,2.27
863,2.81
864,2.21
865,1.08
866,1.53
867,4.40
868,4.27
869,2.55
870,1.33
871,2.25
872,4.75
873,2.11
874,3.72
875,4.40
876,3.90
877,2.36
878,1.95
879,3.09
880,3.15
881,3.16
882,2.70
883,1.40
884,1.88
885,4.81
886,4.54
887,4.13
888,2.62
889,3.17
890,3.69
891,1.13
892,2.12
893,4.72
894,1.52
895,2.02
896,1.63
897,2.60
898,4.40
899,3.72
900,1.01
901,4.23
902,2.50
903,1.49
904,4.50
905,1.21
906,4.40
907,4.34
908,4.65
909,3.47
910,3.40
911,4.37
912,2.80
913,4.35
914,3.82
915,2.77
916,3.83
917,1.20
918,4.55
919,4.03
920,3.69
921,1.94
922,3.19
923,1.01
924,1.21
925,1.74
926,2.10
927,4.95
928,1.99
929,4.39
930,3.74
931,4.79
932,4.90
933,3.81
934,2.52
935,1.62
936,4.51
937,2.22
938,1.44
939,1.69
940,2.82
941,4.17
942,2.68
943,3.16
944,1.29
945,3.04
946,3.27
947,2.41
948,1.95
949,1.80
950,3.44
951,4.21
952,2.29
953,3.97
954,3.91
955,2.06
956,3.27
957,3.14
958,3.13
959,1.01
960,2.68
961,2.91
962,3.58
963,2.76
964,1.21
965,2.86
966,2.83
967,3.40
968,3.09
969,1.24
970,1.69
971,4.49
972,1.56
973,4.78
974,2.75
975,3.72
976,1.90
977,1.51
978,2.28
979,3.19
980,2.35
981,3.18
982,4.89
983,2.22
984,3.92
985,1.10
986,1.80
987,2.27
988,4.08
989,2.56
990,4.42
991,4.37
992,2.01
993,1.18
994,2.95
995,4.11
996,1.19
997,3.21
998,3.72
999,1.13
1000,1.92
1001,2.15
1002,1.65
1003,3.58
1004,1.27
1005,4.40
1006,2.24
1007,1.36
1008,1.97
1009,1.19
1010,4.95
1011,1.93
1012,4.60
1013,3.12
1014,1.50
1015,2.90
1016,2.06
1017,2.41
1018,3.13
1019,4.61
1020,4.91
1021,3.20
1022,3.27
1023,1.29
1024,2.53
1025,1.35
1026,3.69
1027,4.96
1028,1.80
1029,1.08
1030,2.55
1031,4.68
1032,4.65
1033,2.30
1034,4.04
1035,2.57
1036,4.80
1037,1.94
1038,1.35
1039,1.91
1040,4.86
1041,1.40
1042,1.44
1043,2.14
1044,2.66
1045,4.48
1046,4.08
1047,3.88
1048,2.29
1049,4.51
1050,3.69
1051,2.02
1052,4.56
1053,4.59
1054,3.28
1055,2.94
1056,1.59
1057,1.19
1058,4.03
1059,1.24
1060,3.91
1061,1.90
1062,1.73
1063,2.90
1064,4.55
1065,1.81
1066,3.76
1067,4.36
1068,2.04
1069,3.62
1070,2.59
1071,4.14
1072,2.72
1073,4.56
1074,4.01
1075,1.65
1076,4.56
1077,4.20
1078,4.65
1079,4.08
1080,4.31
1081,1.86
1082,3.42
1083,4.74
1084,1.41
1085,3.16
1086,3.09
1087,3.32
1088,2.06
1089,1.99
1090,2.04
1091,2.72
1092,4.47
1093,1.66
1094,3.92
1095,2.23
1096,4.45
1097,1.50
1098,4.49
1099,3.22
1100,2.96
1101,1.33
1102,3.46
1103,1.21
1104,1.76
1105,3.61
1106,4.84
1107,4.64
1108,3.63
1109,1.31
1110,2.65
1111,4.67
1112,2.64
1113,3.37
1114,4.93
1115,4.45
1116,2.85
1117,3.33
1118,4.49
1119,2.18
1120,3.93
1121,1.40
1122,1.99
1123,3.14
1124,1.68
1125,4.07
1126,3.66
1127,1.41
1128,3.19
1129,1.40
1130,3.05
1131,2.85
1132,1.87
1133,2.16
1134,2.36
1135,4.89
1136,2.59
1137,2.70
1138,4.13
1139,4.50
1140,1.49
1141,3.98
1142,2.67
1143,4.79
1144,2.66
1145,4.41
1146,2.29
1147,1.71
1148,1.26
1149,4.73
1150,2.25
1151,1.00
1152,1.87
1153,1.41
1154,2.55
1155,2.79
1156,1.20
1157,3.73
1158,1.44
1159,2.70
1160,1.63
1161,1.47
1162,1.41
1163,3.26
1164,1.59
1165,4.81
1166,3.58
1167,3.31
1168,2.93
1169,2.96
1170,3.21
1171,2.48
1172,3.43
1173,3.46
1174,4.12
1175,2.73
1176,2.52
1177,4.51
1178,4.22
1179,3.14
1180,1.81
1181,1.35
1182,2.76
1183,3.03
1184,1.45
1185,1.24
1186,2.13
1187,1.89
1188,3.09
1189,3.66
1190,3.55
1191,1.44
1192,4.29
1193,3.88
1194,3.09
1195,4.98
1196,2.66
1197,3.28
1198,4.31
1199,4.78
1200,2.55
1201,4.80
1202,3.70
1203,3.24
1204,4.02
1205,1.62
1206,1.27
1207,4.71
1208,2.38
1209,1.36
1210,1.95
1211,1.31
1212,3.87
1213,3.50
1214,3.36
1215,2.35
1216,3.46
1217,2.30
1218,4.27
1219,4.22
1220,1.30
1221,4.45
1222,1.82
1223,2.97
1224,1.86
1225,2.98
1226,1.61
1227,2.83
1228,2.87
1229,4.38
1230,1.78
1231,4.80
1232,1.33
1233,4.75
1234,2.92
1235,3.92
1236,1.32
1237,3.40
1238,3.99
1239,2.55
1240,4.73
1241,3.72
1242,4.48
1243,1.64
1244,2.19
1245,4.74
1246,4.57
1247,3.59
1248,2.41
1249,3.53
1250,4.16
1251,1.25
1252,4.84
1253,3.26
1254,4.60
1255,3.45
1256,4.69
1257,2.11
1258,3.36
1259,4.72
1260,1.40
1261,2.61
1262,1.75
1263,2.57
1264,1.37
1265,1.61
1266,4.30
1267,1.52
1268,1.23
1269,2.54
1270,2.94
1271,4.38
1272,1.02
1273,4.38
1274,2.42
1275,3.42
1276,3.67
1277,4.32
1278,3.30
1279,1.89
1280,1.86
1281,1.55
1282,1.64
1283,4.24
1284,3.02
1285,4.82
1286,2.14
1287,4.35
1288,4.55
1289,2.88
1290,3.67
1291,1.12
1292,2.04
1293,1.63
1294,2.62
1295,1.55
1296,2.70
1297,3.62
1298,2.67
1299,1.34
1300,3.28
1301,1.83
1302,4.19
1303,4.69
1304,1.95
1305,3.13
1306,2.05
1307,2.25
1308,4.95
1309,2.04
1310,4.10
1311,4.85
1312,3.69
1313,1.78
1314,1.60
1315,4.40
1316,1.70
1317,4.55
1318,2.46
1319,4.25
1320,3.71
1321,2.08
1322,1.68
1323,1.42
1324,3.57
1325,4.53
1326,2.95
1327,1.00
1328,1.62
1329,1.52
1330,1.33
1331,4.03
1332,1.69
1333,2.30
1334,2.88
1335,2.77
1336,2.55
1337,2.70
1338,1.78
1339,4.01
1340,2.23
1341,2.29
1342,2.22
1343,3.48
1344,1.88
1345,3.38
1346,4.59
1347,1.66
1348,4.90
1349,4.57
1350,3.35
1351,3.97
1352,4.57
1353,3.43
1354,4.08
1355,2.27
1356,4.87
1357,4.40
1358,3.90
1359,5.00
1360,3.09
1361,1.81
1362,4.14
1363,1.51
1364,2.93
1365,2.10
1366,2.86
1367,5.00
1368,2.82
1369,4.73
1370,2.83
1371,2.23
1372,4.39
1373,1.36
1374,4.27
1375,3.82
1376,3.57
1377,4.97
1378,2.15
1379,3.24
1380,2.18
1381,1.64
1382,1.19
1383,3.58
1384,4.36
1385,3.61
1386,3.93
1387,2.59
1388,4.00
1389,4.09
1390,2.77
1391,4.49
1392,4.58
1393,1.79
1394,1.98
1395,1.19
1396,3.43
1397,1.19
1398,4.18
1399,3.56
1400,3.84
1401,1.35
1402,2.14
1403,4.91
1404,3.04
1405,3.43
1406,2.11
1407,3.21
1408,4.01
1409,2.26
1410,1.64
1411,3.82
1412,4.42
1413,4.62
1414,3.99
1415,3.82
1416,4.23
1417,4.87
1418,1.35
1419,4.09
1420,2.93
1421,2.31
1422,4.75
1423,3.26
1424,1.18
1425,4.20
1426,1.29
1427,4.04
1428,4.28
1429,4.21
1430,2.30
1431,2.96
1432,2.75
1433,1.90
1434,3.99
1435,2.77
1436,1.80
1437,3.82
1438,1.31
1439,2.56
1440,4.86
1441,2.26
1442,1.63
1443,3.36
1444,2.93
1445,4.83
1446,4.39
1447,4.01
1448,1.97
1449,4.57
1450,3.21
1451,1.06
1452,2.59
1453,2.74
1454,3.73
1455,1.65
1456,3.92
1457,4.65
1458,4.99
1459,1.66
1460,4.83
1461,4.25
1462,4.75
1463,3.08
1464,2.36
1465,2.93
1466,4.49
1467,1.12
1468,4.67
1469,3.12
1470,3.61
1471,3.06
1472,3.17
1473,1.42
1474,4.69
1475,4.00
1476,4.64
1477,4.15
1478,3.17
1479,1.23
1480,3.50
1481,1.58
1482,2.07
1483,1.91
1484,3.73
1485,1.18
1486,1.02
1487,3.12
1488,4.19
1489,3.70
1490,1.54
1491,1.44
1492,4.81
1493,2.03
1494,2.48
1495,2.70
1496,1.33
1497,1.94
1498,2.68
1499,2.72
1500,1.34
1501,1.20
1502,1.42
1503,2.22
1504,1.77
1505,4.32
1506,3.04
1507,4.92
1508,1.16
1509,3.17
1510,3.69
1511,1.99
1512,3.26
1513,2.16
1514,2.44
1515,1.82
1516,2.97
1517,2.33
1518,2.72
1519,1.67
1520,2.72
1521,2.60
1522,2.63
1523,3.66
1524,2.70
1525,3.39
1526,1.94
1527,1.93
1528,3.68
1529,3.67
1530,1.49
1531,2.93
1532,1.42
1533,4.57
1534,1.56
1535,4.05
1536,4.46
1537,1.14
1538,1.31
1539,3.52
1540,1.17
1541,1.84
1542,4.69
1543,4.70
1544,1.04
1545,1.53
1546,1.36
1547,4.64
1548,2.66
1549,2.55
1550,3.93
1551,1.05
1552,2.80
1553,2.39
1554,2.20
1555,3.47
1556,2.25
1557,1.35
1558,2.89
1559,2.78
1560,3.14
1561,2.42
1562,4.53
1563,3.62
1564,3.45
1565,4.40
1566,4.56
1567,3.04
1568,3.63
1569,2.41
1570,3.45
1571,3.99
1572,1.79
1573,3.56
1574,1.08
1575,4.73
1576,2.70
1577,2.04
1578,2.92
1579,4.58
1580,3.25
1581,3.85
1582,1.18
1583,3.55
1584,1.41
1585,4.36
1586,4.72
1587,4.81
1588,4.83
1589,4.52
1590,1.65
1591,4.05
1592,4.05
1593,4.49
1594,2.57
1595,2.60
1596,2.17
1597,2.42
1598,3.57
1599,4.58
1600,2.52
1601,1.75
1602,3.23
1603,1.93
1604,1.60
1605,4.73
1606,4.80
1607,3.79
1608,4.92
1609,1.61
1610,1.98
1611,2.64
1612,4.41
1613,3.46
1614,4.06
1615,4.65
1616,4.68
1617,3.85
1618,2.23
1619,3.08
1620,2.57
1621,3.60
1622,1.93
1623,2.67
1624,1.24
1625,1.26
1626,2.15
1627,4.75
1628,3.47
1629,2.53
1630,1.22
1631,1.38
1632,2.25
1633,3.72
1634,2.66
1635,1.55
1636,2.33
1637,4.72
1638,3.40
1639,1.03
1640,2.84
1641,2.95
1642,3.41
1643,2.78
1644,1.47
1645,3.38
1646,1.38
1647,2.58
1648,4.67
1649,1.99
1650,1.70
1651,4.01
1652,1.19
1653,2.01
1654,2.26
1655,4.76
1656,3.86
1657,1.88
1658,2.46
1659,4.95
1660,2.04
1661,1.51
1662,1.50
1663,2.40
1664,2.21
1665,2.17
1666,3.70
1667,3.54
1668,4.75
1669,3.33
1670,2.20
1671,4.53
1672,3.11
1673,4.54
1674,3.63
1675,3.50
1676,2.28
1677,1.87
1678,1.21
1679,3.99
1680,4.96
1681,2.92
1682,1.00
1683,1.04
1684,2.37
1685,4.10
1686,4.87
1687,3.32
1688,4.16
1689,2.47
1690,1.87
1691,2.98
1692,2.59
1693,2.63
1694,1.05
1695,3.61
1696,2.98
1697,1.88
1698,4.36
1699,2.25
1700,4.74
1701,2.49
1702,1.54
1703,4.95
1704,3.56
1705,3.73
1706,2.25
1707,4.96
1708,3.55
1709,4.40
1710,4.21
1711,1.63
1712,3.82
1713,1.72
1714,2.80
1715,2.23
1716,3.52
1717,4.14
1718,4.36
1719,4.19
1720,5.00
1721,1.96
1722,1.67
1723,3.76
1724,2.37
1725,1.34
1726,3.47
1727,3.63
1728,1.99
1729,3.07
1730,1.73
1731,1.26
1732,4.38
1733,1.35
1734,3.79
1735,3.51
1736,1.12
1737,1.16
1738,3.40
1739,4.52
1740,2.74
1741,4.52
1742,2.11
1743,1.74
1744,4.29
1745,1.42
1746,1.02
1747,2.34
1748,2.27
1749,2.23
1750,2.60
1751,2.72
1752,4.66
1753,3.67
1754,3.08
1755,3.67
1756,2.27
1757,4.55
1758,1.89
1759,4.53
1760,2.91
1761,1.81
1762,2.41
1763,2.26
1764,1.33
1765,2.56
1766,1.25
1767,1.76
1768,2.15
1769,4.56
1770,2.56
1771,3.58
1772,1.94
1773,2.21
1774,4.23
1775,2.88
1776,2.60
1777,2.52
1778,1.86
1779,2.40
1780,2.52
1781,1.67
1782,3.93
1783,1.86
1784,2.66
1785,1.56
1786,3.17
1787,4.83
1788,4.18
1789,1.42
1790,3.79
1791,2.34
1792,3.88
1793,3.54
1794,3.06
1795,4.17
1796,2.99
1797,1.90
1798,3.42
1799,2.91
1800,4.23
1801,2.69
1802,1.29
1803,4.75
1804,1.22
1805,4.79
1806,2.27
1807,4.62
1808,3.32
1809,3.89
1810,1.08
1811,1.16
1812,4.74
1813,2.66
1814,3.05
1815,4.90
1816,1.52
1817,4.36
1818,3.00
1819,4.43
1820,4.90
1821,3.71
1822,2.48
1823,2.92
1824,1.20
1825,1.35
1826,3.75
1827,3.52
1828,2.38
1829,4.77
1830,4.07
1831,1.00
1832,2.56
1833,3.77
1834,2.72
1835,4.46
1836,3.54
1837,1.37
1838,1.10
1839,4.30
1840,1.51
1841,4.26
1842,3.58
1843,1.82
1844,1.69
1845,2.00
1846,1.58
1847,3.49
1848,4.70
1849,1.92
1850,3.02
1851,3.25
1852,1.77
1853,3.02
1854,2.85
1855,3.58
1856,3.89
1857,1.99
1858,4.16
1859,3.10
1860,1.96
1861,1.45
1862,2.37
1863,3.76
1864,2.41
1865,1.39
1866,3.90
1867,4.98
1868,1.63
1869,3.92
1870,3.85
1871,1.93
1872,4.02
1873,1.00
1874,2.41
1875,1.93
1876,2.82
1877,4.38
1878,1.16
1879,2.61
1880,3.90
1881,1.25
1882,2.73
1883,1.48
1884,4.77
1885,2.12
1886,2.71
1887,4.39
1888,2.34
1889,4.64
1890,3.94
1891,1.89
1892,2.22
1893,3.55
1894,1.62
1895,2.46
1896,4.77
1897,2.17
1898,1.39
1899,4.86
1900,1.73
1901,1.86
1902,2.32
1903,3.06
1904,4.18
1905,4.44
1906,3.71
1907,4.02
1908,3.84
1909,2.40
1910,3.22
1911,1.00
1912,4.35
1913,4.59
1914,2.59
1915,4.23
1916,4.78
1917,1.69
1918,1.33
1919,2.70
1920,3.51
1921,4.32
1922,3.01
1923,4.45
1924,1.76
1925,3.04
1926,2.97
1927,1.87
1928,2.03
1929,4.37
1930,4.03
1931,4.47
1932,3.33
1933,4.16
1934,1.59
1935,1.22
1936,1.01
1937,1.60
1938,3.93
1939,4.39
1940,4.73
1941,4.37
1942,3.69
1943,2.46
1944,3.10
1945,3.34
1946,3.14
1947,2.66
1948,2.27
1949,3.94
1950,3.69
1951,4.40
1952,3.06
1953,2.79
1954,3.29
1955,2.37
1956,2.76
1957,4.43
1958,2.57
1959,4.53
1960,3.84
1961,4.21
1962,4.96
1963,3.84
1964,3.14
1965,1.16
1966,4.90
1967,4.12
1968,3.91
1969,4.25
1970,1.70
1971,2.46
1972,2.62
1973,1.35
1974,4.66
1975,3.96
1976,2.63
1977,2.22
1978,2.15
1979,2.15
1980,4.51
1981,4.24
1982,2.18
1983,2.33
1984,4.49
1985,4.52
1986,2.97
1987,4.84
1988,1.91
1989,2.22
1990,2.91
1991,3.70
1992,4.90
1993,2.77
1994,4.63
1995,3.12
1996,3.21
1997,4.29
1998,3.41
1999,2.95
2000,1.98
2001,2.71
2002,1.11
2003,1.34
2004,4.04
2005,4.92
2006,4.68
2007,2.33
2008,2.64
2009,1.92
2010,3.67
2011,4.73
2012,2.29
2013,2.14
2014,2.96
2015,1.64
2016,1.37
2017,2.30
2018,2.83
2019,4.74
2020,1.36
2021,2.90
2022,4.58
2023,1.26
2024,1.40
2025,2.22
2026,1.44
2027,1.17
2028,1.32
2029,3.75
2030,4.05
2031,3.21
2032,2.51
2033,4.53
2034,2.46
2035,4.34
2036,4.61
2037,2.23
2038,4.10
2039,1.81
2040,4.39
2041,4.36
2042,1.69
2043,1.65
2044,4.85
2045,4.88
2046,4.90
2047,5.00
2048,2.40
2049,2.76
2050,1.19
2051,1.14
2052,4.21
2053,2.42
2054,1.30
2055,3.13
2056,1.56
2057,4.24
2058,2.56
2059,2.84
2060,4.43
2061,2.01
2062,3.99
2063,4.62
2064,4.83
2065,1.81
2066,1.77
2067,2.06
2068,2.22
2069,3.55
2070,2.36
2071,4.85
2072,2.51
2073,2.23
2074,3.39
2075,2.78
2076,4.09
2077,1.36
2078,3.54
2079,4.31
2080,2.00
2081,1.62
2082,2.65
2083,4.49
2084,4.00
2085,3.42
2086,1.81
2087,1.83
2088,1.24
2089,1.76
2090,1.07
2091,1.41
2092,3.99
2093,4.94
2094,3.85
2095,2.26
2096,1.86
2097,4.08
2098,1.23
2099,2.86
2100,2.68
2101,4.98
2102,1.57
2103,1.32
2104,2.15
2105,2.69
2106,3.61
2107,3.50
2108,1.29
2109,2.70
2110,1.90
2111,3.60
2112,2.40
2113,1.06
2114,3.46
2115,3.25
2116,2.57
2117,1.73
2118,1.60
2119,4.35
2120,3.98
2121,1.02
2122,3.78
2123,3.89
2124,1.93
2125,2.60
2126,4.55
2127,1.58
2128,2.36
2129,3.70
2130,2.25
2131,2.86
2132,1.71
2133,4.16
2134,4.76
2135,3.71
2136,2.65
2137,4.23
2138,2.92
2139,1.68
2140,1.88
